,default_profile,favourites_count,followers_count,friends_count,location,statuses_count,verified,account_age_days,account_type,ratio_statuses_count_per_age,ratio_favorites_per_age,ratio_friends_per_followers,word_count,char_count,reputation,contains_bot_name,description_word_count,description_character_count,avg_word
85,False,1515,236955,1497,True,34765,True,3978,human,8.739316239316238,0.3808446455505279,0.0063176552509970245,16,149,0.993722006944794,False,16,134,8.375
86,False,10364,1094764,3500,True,21756,True,3648,human,5.963815789473684,2.8410087719298245,0.003197036073528176,13,78,0.9968131523932315,False,13,66,5.076923076923077
87,False,2796,563609,952,True,28793,True,3942,human,7.30416032470827,0.7092846270928462,0.0016891142618375506,8,46,0.9983137340340548,False,8,39,4.875
88,True,476,16,43,True,667,False,2943,bot,0.22663948352021746,0.1617397213727489,2.6875,1,1,0.2711864406779661,False,1,1,1.0
89,False,2588,6899,1467,True,6909,True,4088,human,1.6900684931506849,0.6330724070450098,0.21263951297289463,19,135,0.8246473822615348,False,19,117,6.157894736842105
90,False,34,121626,386,True,9314,False,3778,human,2.4653255690841713,0.008999470619375331,0.003173663525890846,10,48,0.9968363767498278,False,10,39,3.9
91,False,1,33,71,True,131,False,804,bot,0.16293532338308458,0.0012437810945273632,2.1515151515151514,13,82,0.3173076923076923,False,13,70,5.384615384615385
92,False,914,41,37,True,1539,False,4071,human,0.3780397936624908,0.22451486121346106,0.9024390243902439,1,20,0.5256410256410257,False,1,20,20.0
93,False,33986,666,424,True,15541,False,3294,human,4.717972070431087,10.317547055251973,0.6366366366366366,6,32,0.6110091743119266,False,6,27,4.5
94,False,14996,5707,997,True,21465,True,4103,human,5.231537899098221,3.654886668291494,0.17469773961801296,20,131,0.851282816229117,False,20,112,5.6
95,True,404,99,109,True,596,False,928,human,0.6422413793103449,0.4353448275862069,1.101010101010101,13,85,0.47596153846153844,False,13,73,5.615384615384615
96,False,5360,75,498,True,1873,False,4202,human,0.44574012375059496,1.2755830556877676,6.64,6,29,0.13089005235602094,False,6,24,4.0
97,True,6078,204,1100,True,1250,False,3713,bot,0.33665499596014004,1.636951252356585,5.392156862745098,2,23,0.15644171779141106,False,2,22,11.0
98,False,34,116166,0,True,21615,True,4147,bot,5.212201591511937,0.008198697853870267,0.0,1,1,1.0,False,1,1,1.0
99,True,7956,34,499,True,1030,False,1501,human,0.6862091938707529,5.300466355762825,14.676470588235293,9,54,0.06378986866791744,False,9,46,5.111111111111111
100,False,3670,182563,7018,True,12529,True,4179,human,2.998085666427375,0.8782005264417325,0.03844152429572257,7,39,0.9629815224099462,False,7,31,4.428571428571429
101,False,19715,1775,1835,True,22721,False,4190,human,5.422673031026253,4.705250596658711,1.0338028169014084,18,95,0.4916897506925208,False,18,78,4.333333333333333
102,False,2516,2063,4286,True,1375,False,1199,human,1.146788990825688,2.0984153461217683,2.0775569558894813,13,108,0.32493306032446057,False,13,96,7.384615384615385
103,False,107645,406,237,True,9545,False,1715,human,5.565597667638484,62.7667638483965,0.583743842364532,18,149,0.6314152410575428,False,19,129,6.7894736842105265
104,False,67049,467,773,True,45399,False,4849,human,9.362548979170963,13.827387090121675,1.6552462526766596,22,145,0.37661290322580643,False,22,124,5.636363636363637
105,False,2325,603,0,True,9180,False,3888,bot,2.361111111111111,0.5979938271604939,0.0,20,109,1.0,False,19,90,4.7368421052631575
106,True,1230,5,0,True,1231,False,1462,bot,0.8419972640218878,0.841313269493844,0.0,3,22,1.0,False,3,20,6.666666666666667
107,False,1,956,2,True,6844,False,563,bot,12.156305506216697,0.0017761989342806395,0.0020920502092050207,11,75,0.9979123173277662,False,11,65,5.909090909090909
108,False,2391,27,89,True,3448,False,3859,bot,0.8934957242809017,0.6195905675045349,3.2962962962962963,1,8,0.23275862068965517,False,1,8,8.0
109,False,29660,111,176,True,3505,False,4108,human,0.8532132424537487,7.220058422590069,1.5855855855855856,7,108,0.3867595818815331,False,9,100,11.11111111111111
110,True,36,0,150,True,31,False,2403,bot,0.012900540990428632,0.0149812734082397,2.303236456121974,1,1,0.0,False,1,1,1.0
111,False,3967,426761,1232,True,53856,True,4068,human,13.238938053097344,0.9751720747295969,0.0028868617329137385,5,46,0.9971214482479853,False,5,42,8.4
112,True,141,15,0,True,53,False,1760,bot,0.030113636363636363,0.08011363636363636,0.0,8,64,1.0,False,8,57,7.125
113,False,13473,390,1267,True,6076,False,2561,human,2.3725107379929713,5.260835611089418,3.2487179487179487,21,151,0.23536511768255883,False,21,130,6.190476190476191
114,True,8379,157,384,True,6747,False,2011,human,3.3550472401790152,4.166583789159622,2.445859872611465,22,121,0.2902033271719039,False,22,100,4.545454545454546
115,True,143603,661,555,True,18905,False,1508,human,12.536472148541113,95.22745358090185,0.8396369137670197,10,52,0.5435855263157895,False,10,43,4.3
116,False,211,5569149,297,True,1011,True,3374,human,0.2996443390634262,0.06253704801422644,5.3329512282756306e-05,6,46,0.9999466733316025,False,6,41,6.833333333333333
117,False,5130,1201365,9523,True,44431,True,3826,human,11.612911657083115,1.340825927861997,0.007926816579474182,11,69,0.9921355236817938,False,11,59,5.363636363636363
118,True,189,1,0,True,426,False,1446,human,0.2946058091286307,0.13070539419087138,0.0,9,84,1.0,False,9,76,8.444444444444445
119,True,1782,158,108,True,1615,False,1231,human,1.3119415109666936,1.4476035743298132,0.6835443037974683,10,95,0.5939849624060151,False,10,86,8.6
120,False,81587,937,657,True,18971,False,4055,human,4.678421701602959,20.120098643649815,0.7011739594450374,12,98,0.5878293601003765,False,11,87,7.909090909090909
121,False,650,131,42,True,3703,False,3251,human,1.1390341433405107,0.19993848046754845,0.32061068702290074,9,46,0.7572254335260116,False,9,38,4.222222222222222
122,False,7733,1085552,1476,True,67360,True,4212,human,15.992402659069326,1.8359449192782527,0.001359676920129114,34,158,0.9986421692909474,False,34,125,3.676470588235294
123,True,93,54,273,True,264,False,4057,human,0.06507271382795168,0.022923342371210253,5.055555555555555,6,29,0.1651376146788991,False,6,24,4.0
124,True,9891,206864,507,True,3910,True,3383,human,1.1557788944723617,2.923736328702335,0.002450885606002011,6,38,0.9975551065481673,False,6,33,5.5
125,False,4654,1171,1017,True,36758,False,2329,bot,15.782739373121512,1.9982825246887077,0.8684884713919727,27,151,0.5351919561243145,False,27,125,4.62962962962963
126,False,8224,193133,132,True,7807,False,2821,human,2.7674583481035095,2.9152782701169797,0.0006834668337363371,1,22,0.9993169999741288,False,1,22,22.0
127,False,369,3563931,275,True,7729,True,3968,human,1.9478326612903225,0.09299395161290322,7.716198770402682e-05,3,23,0.9999228439658089,False,3,21,7.0
128,False,4132,1079951,256,True,91,True,4159,human,0.021880259677807164,0.9935080548208705,0.00023704779198315478,4,23,0.9997630083863556,False,4,20,5.0
129,False,2384,30,125,True,1748,False,2836,human,0.616361071932299,0.840620592383639,4.166666666666667,15,121,0.1935483870967742,False,13,106,8.153846153846153
130,False,6736,295,345,True,13383,False,4045,human,3.3085290482076637,1.665265760197775,1.1694915254237288,1,1,0.4609375,False,1,1,1.0
131,False,356,13781417,240,True,8070,True,4138,human,1.9502174963750605,0.0860318994683422,1.7414754955894593e-05,6,50,0.9999825855483125,False,6,45,7.5
132,False,9573,118113,606,True,11102,True,3710,human,2.9924528301886792,2.5803234501347707,0.005130679942089355,8,63,0.9948955095646022,False,9,55,6.111111111111111
133,False,3294,410599,790,True,36945,True,3944,human,9.367393509127789,0.8351926977687627,0.0019240183244479407,4,67,0.9980796764133217,False,4,64,16.0
134,True,183,9,0,True,25,False,1149,bot,0.02175805047867711,0.15926892950391644,0.0,5,36,1.0,False,5,32,6.4
135,False,13,14,24,True,505,False,3451,human,0.14633439582729643,0.0037670240509997104,1.7142857142857142,1,1,0.3684210526315789,False,1,1,1.0
136,False,6459,23246,23022,True,10628,True,3587,human,2.9629216615556175,1.8006690827989964,0.9903639335799708,21,125,0.5024206795193222,False,21,105,5.0
137,False,3381,246,254,True,10732,False,3242,bot,3.310302282541641,1.0428747686613202,1.032520325203252,15,91,0.492,False,15,77,5.133333333333334
138,True,37,12,0,True,249,False,2925,human,0.08512820512820513,0.01264957264957265,0.0,3,21,1.0,False,3,19,6.333333333333333
139,False,221,249,595,True,1293,False,2563,human,0.5044869293796332,0.08622707764338666,2.389558232931727,10,58,0.2950236966824645,False,10,49,4.9
140,True,114,0,0,True,195,False,1118,human,0.1744186046511628,0.10196779964221825,2.303236456121974,2,8,0.0,False,2,7,3.5
141,True,10,5,0,True,279,False,2743,human,0.1017134524243529,0.0036456434560699965,0.0,6,37,1.0,False,6,32,5.333333333333333
142,True,9472,400,204,True,8495,False,2149,human,3.9530013959981387,4.407631456491392,0.51,1,17,0.6622516556291391,False,1,17,17.0
143,True,4265,519,880,True,4169,False,2595,human,1.6065510597302506,1.6435452793834298,1.6955684007707128,10,93,0.37097927090779126,False,11,83,7.545454545454546
144,False,41341,1781,5001,True,59001,False,3549,human,16.624683009298394,11.648633417864188,2.8079730488489614,27,160,0.2626069006192863,False,28,130,4.642857142857143
145,True,0,0,4,True,59,False,606,bot,0.09735973597359736,0.0,2.303236456121974,1,1,0.0,False,1,1,1.0
146,True,861,5,11,True,1245,False,4236,bot,0.29390934844192634,0.20325779036827196,2.2,1,1,0.3125,False,1,1,1.0
147,False,2,140,50,True,1120,False,1808,bot,0.6194690265486725,0.0011061946902654867,0.35714285714285715,23,158,0.7368421052631579,False,23,136,5.913043478260869
148,False,144,191,0,True,18529,False,3273,bot,5.661167124961809,0.043996333638863426,0.0,21,119,1.0,False,21,99,4.714285714285714
149,False,105901,27386,3844,True,33744,True,4200,human,8.034285714285714,25.214523809523808,0.1403636894763748,17,140,0.8769132244636567,False,17,124,7.294117647058823
150,False,2863,167,243,True,1975,False,4168,human,0.47384836852207296,0.6869001919385797,1.4550898203592815,19,118,0.4073170731707317,False,19,100,5.2631578947368425
151,True,2266,14,58,True,3235,False,1593,bot,2.0307595731324546,1.4224733207784055,4.142857142857143,1,1,0.19444444444444445,False,1,1,1.0
152,True,2213,443,842,True,15126,False,1991,human,7.5971873430436965,1.1115017579105977,1.9006772009029345,16,116,0.34474708171206225,False,16,101,6.3125
153,False,3448,219,111,True,7821,False,3615,human,2.163485477178423,0.9538035961272476,0.5068493150684932,1,1,0.6636363636363637,False,1,1,1.0
154,False,22216,83,239,True,2895,False,2956,human,0.9793640054127198,7.515561569688769,2.8795180722891565,6,34,0.2577639751552795,False,6,29,4.833333333333333
155,True,134,36,31,True,43,False,3659,human,0.011751844766329598,0.03662202787646898,0.8611111111111112,1,1,0.5373134328358209,False,1,1,1.0
156,False,24475,67530,61661,True,171577,False,2613,bot,65.66283964791427,9.366628396479143,0.9130904783059381,8,50,0.522714430571789,False,8,43,5.375
157,False,4482,151,183,True,21206,False,4026,human,5.267262791852956,1.113263785394933,1.2119205298013245,7,50,0.45209580838323354,False,7,44,6.285714285714286
158,True,228,15,57,True,429,False,2002,human,0.21428571428571427,0.11388611388611389,3.8,1,1,0.20833333333333334,False,1,1,1.0
159,False,35019,785,307,True,27587,False,3372,human,8.181198102016607,10.385231316725978,0.3910828025477707,19,129,0.7188644688644689,False,18,111,6.166666666666667
160,True,0,96,3,True,809,False,1301,bot,0.6218293620292084,0.0,0.03125,20,100,0.9696969696969697,False,20,81,4.05
161,False,2288,46,0,True,3375,False,3208,bot,1.0520573566084788,0.713216957605985,0.0,2,17,1.0,False,2,16,8.0
162,True,6,7,3,True,2,False,2653,bot,0.0007538635506973238,0.0022615906520919715,0.42857142857142855,1,1,0.7,False,1,1,1.0
163,True,1468,23,15,True,934,False,4115,bot,0.2269744835965978,0.35674362089914946,0.6521739130434783,1,1,0.6052631578947368,False,1,1,1.0
164,True,1862,488,400,True,2497,False,1912,human,1.3059623430962344,0.9738493723849372,0.819672131147541,1,1,0.5495495495495496,False,1,1,1.0
165,True,813,439,1784,True,372,False,1180,human,0.3152542372881356,0.6889830508474576,4.063781321184511,14,71,0.197480881691408,False,15,57,3.8
166,False,2230,101191,570,True,62859,True,3702,human,16.979740680713128,0.602377093462993,0.005632912017867202,18,116,0.9943986399504722,False,18,99,5.5
167,True,1190,155,264,True,1664,False,1298,bot,1.2819722650231125,0.9167950693374423,1.7032258064516128,1,1,0.36992840095465396,False,1,1,1.0
168,False,45,11198170,101,True,425550,True,4972,human,85.58930008045053,0.009050683829444892,9.019330837092132e-06,20,150,0.9999909807505105,False,20,131,6.55
169,False,20017,11508,5875,True,17194,False,4791,human,3.588812356501774,4.17804216238781,0.5105144247480013,22,162,0.6620261174710924,False,22,141,6.409090909090909
170,False,6,242736,333,True,23512,False,3791,human,6.202057504616196,0.0015826958586125032,0.0013718607870278822,7,70,0.9986300186366834,False,7,62,8.857142857142858
171,False,7453,5892,4703,True,11636,True,3548,human,3.2795941375422775,2.1006200676437428,0.7982009504412763,14,85,0.5561113732892874,False,14,72,5.142857142857143
172,False,6154,508,439,True,2078,False,2215,human,0.9381489841986456,2.7783295711060947,0.8641732283464567,25,151,0.5364308342133052,False,25,127,5.08
173,False,1532,276,322,True,5985,False,4125,human,1.450909090909091,0.3713939393939394,1.1666666666666667,1,1,0.46153846153846156,False,1,1,1.0
174,False,1333,753748,2062,True,11665,True,3997,human,2.9184388291218415,0.3335001250938204,0.002735662316848602,15,96,0.9972718011140366,False,15,82,5.466666666666667
175,False,1554,584,366,True,2693,False,3430,human,0.785131195335277,0.4530612244897959,0.6267123287671232,1,11,0.6147368421052631,False,1,11,11.0
176,True,8609,222,307,True,5262,False,2087,human,2.5213224724484906,4.1250598945855295,1.382882882882883,1,1,0.41965973534971646,False,1,1,1.0
177,True,164,0,0,True,277,False,1118,human,0.24776386404293382,0.14669051878354203,2.303236456121974,2,14,0.0,False,2,13,6.5
178,True,30312,143,1369,True,3770,False,2580,human,1.4612403100775193,11.748837209302325,9.573426573426573,19,137,0.09457671957671958,False,19,119,6.2631578947368425
179,False,1887,35,34,True,3077,False,4467,human,0.6888291918513544,0.42243116185359303,0.9714285714285714,1,1,0.5072463768115942,False,1,1,1.0
180,True,27120,8704,8448,True,5801,False,1545,human,3.7546925566343043,17.553398058252426,0.9705882352941176,21,160,0.5074626865671642,False,24,137,5.708333333333333
181,False,6462,9967,634,True,4143,True,2772,human,1.4945887445887447,2.331168831168831,0.06360991271194943,18,129,0.9401943212904443,False,18,112,6.222222222222222
182,False,26162,13023,5722,True,67364,True,4029,human,16.719781583519485,6.493422685529908,0.439376487752438,20,148,0.6947452654041077,False,20,129,6.45
183,False,863,793,1630,True,153126,False,4542,human,33.71334214002642,0.19000440334654337,2.0554854981084487,12,68,0.32728023111844823,False,11,57,5.181818181818182
184,True,638,3,132,True,585,False,3035,bot,0.1927512355848435,0.2102141680395387,44.0,1,1,0.022222222222222223,False,1,1,1.0
185,False,9522,54535,2053,True,27063,True,3705,human,7.304453441295546,2.5700404858299595,0.037645548730173284,9,60,0.9637202233689122,False,9,52,5.777777777777778
186,False,1624,534,212,True,6982,False,3411,human,2.0469070653767223,0.476106713573732,0.3970037453183521,15,100,0.7158176943699732,False,15,84,5.6
187,True,1296,6,119,True,1801,False,2678,bot,0.6725168035847647,0.4839432412247946,19.833333333333332,6,40,0.048,False,6,35,5.833333333333333
188,False,7056,290,344,True,6922,False,2553,human,2.711320015667842,2.763807285546416,1.186206896551724,23,158,0.45741324921135645,False,23,136,5.913043478260869
189,True,1506,11,56,True,45,False,1183,human,0.03803888419273035,1.2730346576500422,5.090909090909091,1,11,0.16417910447761194,False,1,11,11.0
190,False,2294,61,138,True,3333,False,2884,bot,1.1556865464632455,0.7954230235783634,2.262295081967213,10,67,0.3065326633165829,False,10,58,5.8
191,False,948,10903423,2569,True,13918,True,3564,human,3.9051627384960717,0.265993265993266,0.0002356140819263822,14,88,0.9997644414189925,False,14,75,5.357142857142857
192,False,736,2321685,456,True,59026,False,4100,human,14.396585365853658,0.1795121951219512,0.00019640907358233351,4,17,0.9998036294953666,False,4,14,3.5
193,True,336,13,0,True,48,False,2240,bot,0.02142857142857143,0.15,0.0,8,60,1.0,False,8,53,6.625
194,False,6077,866,982,True,47252,False,2807,human,16.833630210188815,2.1649447809048805,1.1339491916859123,7,76,0.4686147186147186,False,7,70,10.0
195,False,11625,293,2836,True,4974,False,4047,human,1.229058561897702,2.8724981467753894,9.679180887372013,10,52,0.09364014062000639,False,10,43,4.3
196,False,505,234,732,True,5620,False,3115,human,1.8041733547351524,0.16211878009630817,3.128205128205128,21,119,0.2422360248447205,False,21,99,4.714285714285714
197,True,10561,107,270,True,9670,False,1747,human,5.535203205495135,6.045220377790498,2.5233644859813085,1,1,0.2838196286472148,False,1,1,1.0
198,False,21278,28014,13186,True,93714,False,3888,human,24.103395061728396,5.472736625514403,0.4706932248161633,21,138,0.6799514563106797,False,21,118,5.619047619047619
199,True,2264,922554,2863,True,193579,True,3786,human,51.13021658742736,0.5979926043317485,0.0031033413762229637,23,143,0.9969062595565026,False,23,121,5.260869565217392
200,False,372,10584,130,True,1136,False,3340,human,0.3401197604790419,0.11137724550898204,0.012282690854119425,3,26,0.9878663431024828,False,3,24,8.0
201,False,2229,1727,684,True,3514,False,3845,human,0.9139141742522757,0.5797139141742522,0.3960625361899247,30,153,0.7163002903359602,False,30,124,4.133333333333334
202,False,190,35182,290,True,829,False,3219,human,0.25753339546442994,0.05902454178316247,0.008242851458132,8,73,0.9918245376635092,False,8,66,8.25
203,False,58304,772,4482,True,32544,False,4166,human,7.811809889582333,13.9951992318771,5.805699481865285,5,139,0.14693566806242864,False,5,135,27.0
204,False,56,3,0,True,112,False,3534,bot,0.03169213355970572,0.01584606677985286,0.0,16,74,1.0,False,16,59,3.6875
205,False,67,748,465,True,2513,False,3617,bot,0.6947746751451479,0.018523638374343378,0.6216577540106952,19,140,0.6166529266281946,False,19,122,6.421052631578948
206,False,12,245,368,True,7285,False,3772,bot,1.931336161187699,0.003181336161187699,1.5020408163265306,10,81,0.399673735725938,False,10,72,7.2
207,False,908,105706,641,True,5747,False,3781,human,1.519968262364454,0.24014810896588204,0.006063988799122093,9,65,0.9939725615203062,False,9,57,6.333333333333333
208,False,4699,993,402,True,6281,False,3972,human,1.5813192346424976,1.183031218529708,0.40483383685800606,7,53,0.7118279569892473,False,7,47,6.714285714285714
209,False,54,2533859,547,True,124671,True,3731,human,33.41490217099973,0.014473331546502278,0.00021587625830798003,20,133,0.9997841703341928,False,20,114,5.7
210,False,12275,426854,8430,True,18714,False,3640,human,5.141208791208792,3.3722527472527473,0.01974914139260731,14,109,0.9806333336396468,False,14,96,6.857142857142857
211,False,2239,26,40,True,3343,False,3235,bot,1.03338485316847,0.6921174652241113,1.5384615384615385,1,1,0.3939393939393939,False,1,1,1.0
212,False,254,20,56,True,606,False,3545,human,0.17094499294781382,0.07165021156558533,2.8,7,30,0.2631578947368421,False,7,24,3.4285714285714284
213,True,1182,7,23,True,1733,False,1456,bot,1.1902472527472527,0.8118131868131868,3.2857142857142856,1,1,0.23333333333333334,False,1,1,1.0
214,False,196,24813802,107,True,2536,True,3927,human,0.6457855869620576,0.049910873440285206,4.312116297212333e-06,6,41,0.9999956879022971,False,6,36,6.0
215,True,1281,10,378,True,1846,False,2791,bot,0.6614116804012898,0.4589752776782515,37.8,1,1,0.02577319587628866,False,1,1,1.0
216,False,8732,614,428,True,3217,False,3857,human,0.8340679284417941,2.2639357013222714,0.6970684039087948,6,34,0.5892514395393474,False,6,29,4.833333333333333
217,True,2027,20,44,True,3053,False,2838,bot,1.0757575757575757,0.7142353770260746,2.2,1,1,0.3125,False,1,1,1.0
218,True,370,13,0,True,71,False,1724,bot,0.04118329466357309,0.21461716937354988,0.0,8,52,1.0,False,8,45,5.625
219,False,1597,167,108,True,1252,False,1400,human,0.8942857142857142,1.1407142857142858,0.6467065868263473,4,16,0.6072727272727273,False,4,13,3.25
220,False,1930,7,7,True,2754,False,3359,bot,0.8198868710925871,0.5745757665972016,1.0,19,91,0.5,False,18,73,4.055555555555555
221,True,66,0,0,True,293,False,1154,bot,0.2538994800693241,0.05719237435008666,2.303236456121974,1,1,0.0,False,1,1,1.0
222,False,93,254,203,True,1665,False,2518,bot,0.6612390786338364,0.036934074662430504,0.7992125984251969,11,58,0.5557986870897156,False,11,48,4.363636363636363
223,True,22,0,0,True,99,False,1154,bot,0.08578856152512998,0.019064124783362217,2.303236456121974,1,1,0.0,False,1,1,1.0
224,True,1869,6,0,True,2662,False,2690,bot,0.9895910780669145,0.6947955390334573,0.0,1,2,1.0,False,1,2,2.0
225,False,4745,615848,133902,True,12621,True,4145,human,3.0448733413751508,1.1447527141133895,0.2174270274483314,15,98,0.8214044681560521,False,15,84,5.6
226,True,294,2233130,1650,True,13726,False,3296,human,4.164441747572815,0.0891990291262136,0.0007388732406980337,1,1,0.9992616722898898,False,1,1,1.0
227,False,2016,45,50,True,2834,False,3371,bot,0.8407000889943637,0.5980421239988134,1.1111111111111112,1,1,0.47368421052631576,False,1,1,1.0
228,True,557,966196,933476,True,90532,False,2842,bot,31.85503166783955,0.1959887403237157,0.9661352355008714,9,54,0.5086120130211952,False,9,46,5.111111111111111
229,False,583,3261838,212,True,14239,True,3724,human,3.823576799140709,0.15655209452201935,6.499403097272152e-05,4,21,0.9999350101929768,False,4,18,4.5
230,False,115479,115595,1059,True,125486,True,4036,human,31.09167492566898,28.612239841427154,0.009161295903802068,24,143,0.990921871517479,False,24,120,5.0
231,False,1262,1841,2812,True,14188,False,3684,human,3.8512486427795873,0.34256243213897936,1.5274307441607822,26,145,0.39565871480765097,False,27,119,4.407407407407407
232,False,386,941713,212,True,495,True,4506,human,0.10985352862849534,0.08566355969818021,0.00022512166657994527,3,23,0.9997749290017782,False,3,21,7.0
233,True,1501,2,0,True,1543,False,1622,bot,0.9512946979038225,0.9254007398273736,0.0,20,131,1.0,False,20,112,5.6
234,True,1834,8,0,True,2567,False,2553,bot,1.0054837446141793,0.7183705444575009,0.0,1,1,1.0,False,1,1,1.0
235,True,1722,19,38,True,3048,False,1751,bot,1.7407195888063964,0.9834380354083381,2.0,1,1,0.3333333333333333,False,1,1,1.0
236,True,247,17,0,True,44,False,3190,bot,0.013793103448275862,0.07742946708463949,0.0,5,38,1.0,False,5,34,6.8
237,True,14821,248,385,True,58954,False,4110,human,14.344038929440389,3.606082725060827,1.5524193548387097,13,74,0.39178515007898895,False,11,62,5.636363636363637
238,False,3511,77,114,True,6562,False,1381,human,4.75162925416365,2.5423606082548877,1.4805194805194806,5,30,0.4031413612565445,False,5,26,5.2
239,False,16129,161002,288,True,30073,True,2725,human,11.035963302752293,5.9188990825688075,0.0017887976546875194,2,101,0.9982143964287928,False,2,100,50.0
240,True,5045,182,388,True,6754,False,4080,human,1.655392156862745,1.2365196078431373,2.131868131868132,12,88,0.3192982456140351,False,13,75,5.769230769230769
241,False,693,973,257,True,86495,False,3200,human,27.0296875,0.2165625,0.2641315519013361,7,34,0.7910569105691057,False,7,28,4.0
242,False,336,60,0,True,143,False,3515,bot,0.040682788051209104,0.09559032716927454,0.0,8,52,1.0,False,8,45,5.625
243,False,9250,1439,833,True,114076,False,3872,human,29.46177685950413,2.3889462809917354,0.5788742182070883,2,12,0.633362676056338,False,2,11,5.5
244,False,13445,91225,2537,True,45471,True,4174,human,10.893866794441783,3.221130809774796,0.02781035900246643,5,49,0.9729421300740172,False,5,45,9.0
245,False,10481,82819,7618,True,150119,False,3127,human,48.00735529261273,3.3517748640869844,0.09198372354169937,16,136,0.9157645653880602,False,16,121,7.5625
246,True,2206,62,58,True,3105,False,3468,bot,0.8953287197231834,0.6361014994232987,0.9354838709677419,1,1,0.5166666666666667,False,1,1,1.0
247,True,88,3,0,True,23,False,2511,bot,0.009159697331740343,0.0350457984866587,0.0,8,52,1.0,False,8,45,5.625
248,False,59301,23903,184,True,472151,False,2622,bot,180.0728451563692,22.61670480549199,0.007697778521524495,5,31,0.9923610246190891,False,5,27,5.4
249,False,40580,2442,3367,True,92340,False,4267,human,21.640496836184674,9.510194516053433,1.378787878787879,15,150,0.42038216560509556,False,15,136,9.066666666666666
250,False,5,29,0,True,136,False,4040,human,0.033663366336633666,0.0012376237623762376,0.0,12,82,1.0,False,12,71,5.916666666666667
251,True,33342,808,1181,True,16073,False,2926,human,5.493164730006836,11.39507860560492,1.4616336633663367,14,87,0.40623428858722976,False,14,74,5.285714285714286
252,False,2443,18,72,True,3436,False,3221,bot,1.0667494566904687,0.7584601055572804,4.0,1,1,0.2,False,1,1,1.0
253,True,21495,1196,1044,True,62524,False,3488,bot,17.92545871559633,6.162557339449541,0.8729096989966555,4,15,0.5339285714285714,False,4,12,3.0
254,True,2614,27,0,True,5472,False,2362,bot,2.316680779000847,1.1066892464013547,0.0,3,17,1.0,False,3,15,5.0
255,True,13,3,0,True,122,False,1232,bot,0.09902597402597403,0.010551948051948052,0.0,12,65,1.0,False,12,54,4.5
256,True,109,1,0,True,170,False,1424,human,0.11938202247191011,0.07654494382022473,0.0,26,127,1.0,False,26,102,3.923076923076923
257,False,30715,55,397,True,3523,False,931,human,3.7841031149301827,32.99140708915145,7.218181818181818,10,57,0.12168141592920353,False,10,48,4.8
258,False,580,6747,2118,True,12214,False,4284,bot,2.851073762838469,0.1353874883286648,0.3139172965762561,21,151,0.761082910321489,False,21,131,6.238095238095238
259,False,12,974669,1,True,51991,False,3921,bot,13.25962764600867,0.00306044376434583,1.025989335866843e-06,2,16,0.9999989740117168,False,2,15,7.5
260,False,2382,851,44,True,43671,False,2987,human,14.620354871108136,0.7974556411114831,0.05170387779083431,1,6,0.9508379888268157,False,1,6,6.0
261,False,12064,1584360,960,True,15467,True,3808,human,4.06171218487395,3.168067226890756,0.0006059228963114444,1,13,0.9993944440239194,False,1,13,13.0
262,False,351,17946,213,True,9945,True,3654,human,2.7216748768472905,0.0960591133004926,0.011868940153794718,17,93,0.9882702792003965,False,17,77,4.529411764705882
263,False,264,1255712,268,True,36312,True,3224,human,11.26302729528536,0.08188585607940446,0.0002134247343339874,11,108,0.9997866208060638,False,11,98,8.909090909090908
264,True,90,194,0,True,517,False,3210,human,0.16105919003115265,0.028037383177570093,0.0,11,55,1.0,False,11,45,4.090909090909091
265,False,2832,106,627,True,641,False,4120,human,0.15558252427184466,0.6873786407766991,5.915094339622642,26,151,0.1446111869031378,False,26,126,4.846153846153846
266,False,1,121,1,True,6989,False,934,bot,7.482869379014989,0.0010706638115631692,0.008264462809917356,12,86,0.9918032786885246,False,12,75,6.25
267,True,39,910,0,True,56591,False,2516,bot,22.492448330683626,0.015500794912559618,0.0,1,59,1.0,False,1,59,59.0
268,True,2305,12,0,True,3149,False,2870,bot,1.097212543554007,0.8031358885017421,0.0,2,5,1.0,False,2,4,2.0
269,False,16133,8746,1325,True,267,True,2576,human,0.10364906832298136,6.262810559006211,0.15149782757832153,17,146,0.8684341177638765,False,18,129,7.166666666666667
270,False,1418,73788,63419,True,28931,False,4209,human,6.873604181515799,0.33689712520788784,0.8594757955223071,13,78,0.5377859730188693,False,13,66,5.076923076923077
271,True,263,43,171,True,1238,False,885,bot,1.3988700564971752,0.29717514124293787,3.9767441860465116,5,34,0.20093457943925233,False,5,30,6.0
272,False,1373,45,193,True,2727,False,4278,human,0.6374474053295933,0.3209443665264142,4.288888888888889,22,154,0.18907563025210083,False,22,133,6.045454545454546
273,False,2471,26,102,True,3437,False,4105,bot,0.8372716199756395,0.6019488428745432,3.923076923076923,13,70,0.203125,False,13,58,4.461538461538462
274,False,2209,55,281,True,3046,False,3129,bot,0.9734739533397252,0.7059763502716523,5.109090909090909,1,1,0.1636904761904762,False,1,1,1.0
275,True,5926,166,121,True,6957,False,2348,human,2.962947189097104,2.5238500851788754,0.7289156626506024,3,12,0.578397212543554,False,3,10,3.3333333333333335
276,False,9983,70,683,True,3177,False,3764,human,0.844048884165781,2.652231668437832,9.757142857142858,14,115,0.09296148738379814,False,14,102,7.285714285714286
