,default_profile,favourites_count,followers_count,friends_count,location,statuses_count,verified,account_age_days,account_type,ratio_statuses_count_per_age,ratio_favorites_per_age,ratio_friends_per_followers,word_count,char_count,reputation,contains_bot_name,description_word_count,description_character_count,avg_word
41,False,3382,199,223,True,5446,False,3471,bot,1.5690002881014118,0.9743589743589743,1.120603015075377,3,16,0.471563981042654,False,3,14,4.666666666666667
42,True,189,8,0,True,37,False,1797,bot,0.020589872008903727,0.10517529215358931,0.0,6,43,1.0,False,6,38,6.333333333333333
43,False,7128,2348079,755,True,4448,True,3985,human,1.116185696361355,1.7887076537013802,0.0003215394371313742,8,46,0.9996785639172457,False,8,39,4.875
44,True,1845,214,213,True,2510,False,3374,human,0.7439241256668643,0.5468286899822169,0.9953271028037384,1,1,0.5011709601873536,False,1,1,1.0
45,True,2,950,1804,True,1991,False,4276,bot,0.465622076707203,0.0004677268475210477,1.8989473684210527,11,87,0.3449527959331881,False,11,77,7.0
46,False,0,955525,0,True,3815,True,3977,human,0.9592657782247925,0.0,0.0,1,17,1.0,False,1,17,17.0
47,True,38,8,85,True,1005,False,1791,human,0.5611390284757118,0.02121719709659408,10.625,1,1,0.08602150537634409,False,1,1,1.0
48,False,567,10,65,True,190,False,3844,human,0.049427679500520294,0.14750260145681582,6.5,13,63,0.13333333333333333,False,13,51,3.923076923076923
49,True,28751,200,314,True,2465,False,1649,human,1.4948453608247423,17.43541540327471,1.57,5,36,0.38910505836575876,False,5,32,6.4
50,True,0,4,0,True,246,False,662,bot,0.3716012084592145,0.0,0.0,1,1,1.0,False,1,1,1.0
51,False,9,232,0,True,196,False,3579,human,0.05476390053087454,0.002514668901927913,0.0,16,77,1.0,False,16,62,3.875
52,True,113,6,0,True,217,False,1445,human,0.15017301038062283,0.0782006920415225,0.0,5,29,1.0,False,5,25,5.0
53,False,42710,1805932,6355,True,163847,True,4075,human,40.207852760736195,10.480981595092025,0.003518958631886472,24,144,0.9964933810152586,False,24,121,5.041666666666667
54,False,3387,281844,2424,True,16195,True,3878,human,4.176121712222796,0.873388344507478,0.00860050240558607,9,93,0.9914728354932669,False,9,85,9.444444444444445
55,True,33071,106842,3714,True,57325,True,4205,human,13.632580261593342,7.864684898929846,0.034761610602572025,16,152,0.9664061652013459,False,18,133,7.388888888888889
56,False,35,861,0,True,14001,False,3229,human,4.336017342830598,0.010839269123567669,0.0,5,43,1.0,False,5,39,7.8
57,True,851,131,410,True,892,False,962,human,0.9272349272349273,0.8846153846153846,3.1297709923664123,13,80,0.24214417744916822,False,13,68,5.230769230769231
58,False,562,397,0,True,3715,False,3971,bot,0.9355326114328885,0.1415260639637371,0.0,6,62,1.0,False,6,57,9.5
59,True,87,1,0,True,413,False,1159,bot,0.35634167385677307,0.07506471095772217,0.0,2,14,1.0,False,2,13,6.5
60,True,29332,2071,721,True,101529,False,3280,bot,30.953963414634146,8.942682926829269,0.34814099468855625,15,82,0.7417621776504298,False,14,68,4.857142857142857
61,True,25301,641,60,True,14304,False,2869,human,4.985709306378529,8.818752178459393,0.093603744149766,1,1,0.9144079885877318,False,1,1,1.0
62,True,21,47347,211,True,967,False,3255,human,0.29708141321044546,0.0064516129032258064,0.004456459754577904,1,1,0.9955633121661971,False,1,1,1.0
63,True,205,15,64,True,733,False,4164,bot,0.1760326609029779,0.04923150816522574,4.266666666666667,1,1,0.189873417721519,False,1,1,1.0
64,True,31475,235653,259168,True,27895,False,2936,bot,9.501021798365123,10.720367847411444,1.0997865505637527,17,128,0.476238882343312,False,17,112,6.588235294117647
65,True,20425,234,898,True,9976,False,2052,human,4.861598440545809,9.953703703703704,3.8376068376068377,13,90,0.2067137809187279,False,15,75,5.0
66,False,3715,262762,1979,True,12093,True,4032,human,2.9992559523809526,0.9213789682539683,0.007531530434385489,21,116,0.9925247694916919,False,21,96,4.571428571428571
67,True,1252,166,171,True,1512,False,1633,human,0.9259032455603184,0.7666870789957134,1.0301204819277108,2,6,0.49258160237388726,False,2,5,2.5
68,False,7518,586543,275,True,12890,True,4132,human,3.1195546950629236,1.8194578896418199,0.00046884883120248646,7,54,0.9995313708850103,False,7,48,6.857142857142857
69,True,36157,4434,1748,True,13490,True,3433,human,3.9295077191960384,10.532187591028254,0.39422643211547137,13,89,0.7172436104820447,False,13,77,5.923076923076923
70,True,175,2980,75,True,208,False,2805,human,0.07415329768270945,0.062388591800356503,0.025167785234899327,3,18,0.9754500818330606,False,3,16,5.333333333333333
71,False,746,7108,452,True,4505,True,2889,human,1.5593631014191762,0.25822083766009,0.06359032076533483,27,158,0.9402116402116402,False,27,132,4.888888888888889
72,False,7591,759216,1934,True,11799,True,3094,human,3.8135100193923726,2.453458306399483,0.0025473646498493183,23,150,0.997459107928792,False,23,128,5.565217391304348
73,False,2532,2668,233,True,2630,True,4142,human,0.6349589570255915,0.6112988894253983,0.08733133433283358,10,109,0.9196828679765598,False,9,100,11.11111111111111
74,False,2329,7,1,True,3124,False,3342,bot,0.9347695990424896,0.6968880909634949,0.14285714285714285,1,1,0.875,False,1,1,1.0
75,False,8917,311,73,True,66,False,2889,human,0.02284527518172378,3.086535133264105,0.2347266881028939,1,1,0.8098958333333334,False,1,1,1.0
76,True,0,2163,6,True,11889,False,2281,bot,5.212187637001315,0.0,0.0027739251040221915,21,138,0.9972337482710927,False,21,118,5.619047619047619
77,False,524,77,56,True,1434,False,3137,human,0.4571246413771119,0.16703857188396556,0.7272727272727273,14,140,0.5789473684210527,False,14,127,9.071428571428571
78,False,4691,1429338,51397,True,381521,True,4145,bot,92.04366706875754,1.1317249698431846,0.03595860461276479,21,153,0.9652895352645814,False,21,133,6.333333333333333
79,True,16147,1500,1457,True,7281,False,2931,human,2.4841351074718525,5.509041282838622,0.9713333333333334,25,148,0.5072708826513358,False,25,124,4.96
80,False,3831,3069,242,True,2622,False,4067,human,0.6447012539955741,0.9419719695106958,0.07885304659498207,19,147,0.9269102990033222,False,19,129,6.7894736842105265
81,True,11,7,968,True,30,False,2409,bot,0.012453300124533,0.0045662100456621,138.28571428571428,1,1,0.0071794871794871795,False,1,1,1.0
82,False,1410,32,0,True,2655,False,3680,human,0.7214673913043478,0.38315217391304346,0.0,4,23,1.0,False,4,20,5.0
83,False,1437,7,10,True,2097,False,4116,bot,0.5094752186588921,0.3491253644314869,1.4285714285714286,1,1,0.4117647058823529,False,1,1,1.0
84,True,14,1,0,True,107,False,1231,bot,0.08692120227457352,0.011372867587327376,0.0,15,92,1.0,False,15,78,5.2
