default_profile,favourites_count,followers_count,friends_count,id,location,statuses_count,verified,account_age_days,account_type,ratio_statuses_count_per_age,ratio_favorites_per_age,ratio_friends_per_followers,word_count,char_count,reputation,contains_bot_name,description_word_count,description_character_count,avg_word
True,0,295,0,708394182595883008,True,1567,False,1621,bot,0.9666872301048736,0.0,0.0,11,54,1.0,False,11,44,4.0
False,1704,3912094,507,153619589,True,11151,True,3724,human,2.994360902255639,0.45757250268528465,0.0001295981129287793,13,93,0.9998704186805657,False,13,81,6.230769230769231
True,326,0,0,778553286022533120,True,661,False,1427,human,0.46320953048353186,0.22845129642606868,2.709531735934661,5,32,0.0,False,4,28,7.0
False,36116,127,519,122428644,True,17003,False,3812,human,4.460388247639035,9.474291710388247,4.086614173228346,6,39,0.19659442724458204,False,6,34,5.666666666666667
False,40418,264723,1140,59515114,True,50406,False,4044,human,12.464391691394658,9.99455984174085,0.004306388186897247,19,110,0.9957120772728811,False,19,92,4.842105263157895
True,35315,1033,890,833356976,True,42784,False,2890,human,14.804152249134948,12.219723183391004,0.861568247821878,33,152,0.5371814872594903,False,32,120,3.75
True,245,10,0,2301364213,True,37,False,2402,bot,0.015403830141548709,0.10199833472106577,0.0,10,77,1.0,False,10,68,6.8
True,35176,139669,419,154670681,True,44572,False,3721,human,11.978500403117442,9.453372749260952,0.0029999498815055595,6,38,0.9970090228998915,False,6,33,5.5
False,2238,1,25,629413127,True,5810,False,2964,bot,1.9601889338731444,0.7550607287449392,25.0,5,21,0.038461538461538464,False,5,17,3.4
True,76,33,801,940050242,True,154,False,2838,bot,0.05426356589147287,0.026779422128259338,24.272727272727273,14,52,0.039568345323741004,False,9,39,4.333333333333333
False,15894,23697,909,206049898,True,27053,True,3589,human,7.537754249094455,4.428531624407913,0.038359285985567794,17,157,0.9630577907827359,False,17,141,8.294117647058824
False,7065,3017,823,18621244,True,10729,False,4244,human,2.5280395852968898,1.664703110273327,0.27278753728869737,13,137,0.7856770833333333,False,13,125,9.615384615384615
False,1398,126,0,353636529,True,2097,False,3294,human,0.6366120218579235,0.424408014571949,0.0,4,43,1.0,False,5,39,7.8
False,43082,408,620,17304859,True,23200,False,4299,human,5.396603861363108,10.02140032565713,1.5196078431372548,4,37,0.3968871595330739,False,6,32,5.333333333333333
False,22,261,0,103025630,True,963,False,3875,human,0.24851612903225806,0.00567741935483871,0.0,1,1,1.0,False,1,1,1.0
True,85,4,0,278927480,True,108,False,3421,bot,0.03156971645717627,0.024846536100555393,0.0,1,1,1.0,False,1,1,1.0
False,48,119,281,358095633,True,2381,False,3287,human,0.7243687252814116,0.014602981442044418,2.361344537815126,12,58,0.2975,False,12,47,3.9166666666666665
False,7612,5362,355,115343506,True,10273,False,3835,human,2.678748370273794,1.9848761408083442,0.06620663931368892,8,36,0.9379044953647018,False,8,29,3.625
True,3123,338,986,2444756510,True,2842,False,2318,human,1.2260569456427954,1.3472821397756687,2.9171597633136095,21,123,0.2552870090634441,False,21,103,4.904761904761905
False,8431,94,108,273159476,True,2484,False,3432,human,0.7237762237762237,2.4565850815850814,1.148936170212766,10,51,0.46534653465346537,False,10,42,4.2
False,4755,47,352,962841941242150912,True,2634,False,919,human,2.866158868335147,5.174102285092492,7.48936170212766,18,143,0.11779448621553884,False,18,126,7.0
False,2317,18,0,380457314,True,3204,False,3249,bot,0.9861495844875346,0.7131425053862727,0.0,16,91,1.0,False,16,76,4.75
True,72554,1926,793,2919763790,True,44141,False,2083,human,21.191070571291405,34.83149303888622,0.4117341640706127,13,65,0.7083486575947039,False,13,53,4.076923076923077
True,2744,357886,9997,22812734,True,77157,True,4185,human,18.436559139784947,0.6556750298685783,0.027933476023091153,22,150,0.9728255994433013,False,22,129,5.863636363636363
True,2152,62,0,1219499012,True,3208,False,2731,bot,1.1746612962284877,0.7879897473452948,0.0,1,1,1.0,False,1,1,1.0
False,2015,207,546,18341548,True,5396,False,4256,human,1.2678571428571428,0.47344924812030076,2.63768115942029,10,58,0.2749003984063745,False,10,49,4.9
True,47,0,0,772186930427682817,True,101,False,1445,human,0.0698961937716263,0.032525951557093424,2.709531735934661,2,15,0.0,False,2,14,7.0
False,4922,438,357,1733822028,True,6827,False,2539,human,2.6888538794801105,1.9385584875935407,0.815068493150685,1,1,0.5509433962264151,False,1,1,1.0
True,6,16,0,272893712,True,137,False,3432,human,0.03991841491841492,0.0017482517482517483,0.0,1,1,1.0,False,1,1,1.0
False,1019,28,122,284435811,True,1568,False,3410,bot,0.45982404692082113,0.29882697947214076,4.357142857142857,1,1,0.18666666666666668,False,1,1,1.0
False,0,57,3,981755559195086848,True,1682,False,867,bot,1.9400230680507498,0.0,0.05263157894736842,18,127,0.95,False,18,110,6.111111111111111
True,1663,10,0,1002441816,True,2340,False,2808,bot,0.8333333333333334,0.5922364672364673,0.0,1,1,1.0,False,1,1,1.0
True,1,41478966,24,132385468,True,42885,True,3781,human,11.342237503306004,0.0002644802962179318,5.786065158904877e-07,5,41,0.9999994213938189,False,5,37,7.4
False,29970,1835,2570,94896901,True,65537,False,3909,human,16.76566896904579,7.666922486569455,1.4005449591280654,10,122,0.41657207718501704,False,12,93,7.75
False,1837,10,2,348659308,True,3831,False,3302,human,1.160205935796487,0.5563294972743792,0.2,1,5,0.8333333333333334,False,1,5,5.0
False,66702,829,1865,12585462,True,38332,False,4592,human,8.347560975609756,14.525696864111499,2.249698431845597,30,160,0.307720861172977,False,30,131,4.366666666666666
True,1563,15,0,343415230,True,2068,False,3310,bot,0.6247734138972809,0.47220543806646526,0.0,4,30,1.0,False,4,27,6.75
False,301,136,249,3246396084,True,241,False,1891,human,0.1274457958751983,0.15917503966155475,1.8308823529411764,4,38,0.35324675324675325,False,4,35,8.75
False,33772,1623,1750,1148460439,True,33048,False,2752,human,12.008720930232558,12.271802325581396,1.0782501540357363,10,45,0.4811740290542544,False,10,36,3.6
True,18,4514,32,714349706,True,154,False,2947,human,0.052256532066508314,0.006107906345436036,0.007089056269384138,1,1,0.9929608446986362,False,1,1,1.0
False,2191,23,319,2468088978,True,2868,False,2304,bot,1.2447916666666667,0.9509548611111112,13.869565217391305,1,32,0.06725146198830409,False,1,32,32.0
False,2583,108,0,23331044,True,5626,False,4181,bot,1.3456110978234872,0.6177947859363788,0.0,6,23,1.0,False,6,18,3.0
False,342,1491,158,17039652,True,4339,False,4311,human,1.0064950127580607,0.07933194154488518,0.10596914822266935,8,45,0.9041843541540328,False,8,38,4.75
False,68309,59608,6924,1379409475,True,141642,False,2672,human,53.009730538922156,25.564745508982035,0.11615890484498725,12,55,0.8959297781518668,False,12,44,3.6666666666666665
False,4282,9179,1275,368050288,True,11104,True,3271,human,3.3946805258330786,1.309079792112504,0.1389040200457566,23,160,0.878037114979912,False,23,138,6.0
True,103,41766,270,257169121,True,7060,False,3463,human,2.0386947733179324,0.029742997401097315,0.00646458842120385,4,17,0.993576934056523,False,4,14,3.5
False,13226,1013,33,769633309722763264,True,733,False,1452,human,0.5048209366391184,9.108815426997245,0.03257650542941757,7,32,0.9684512428298279,False,6,26,4.333333333333333
True,326,12,0,23339809,True,62,False,4181,bot,0.014828988280315715,0.07797177708682133,0.0,9,59,1.0,False,9,51,5.666666666666667
False,3576,714,387,878449580,True,31154,False,2866,human,10.870202372644801,1.247732030704815,0.542016806722689,4,19,0.6485013623978202,False,4,16,4.0
False,3257,53547,258,2425882104,True,21218,True,2329,human,9.110347788750536,1.3984542722198368,0.004818197097876632,12,58,0.9952049066071926,False,12,47,3.9166666666666665
False,322,121,101,88081160,True,23163,False,3938,human,5.881919756221432,0.08176739461655663,0.8347107438016529,15,90,0.545045045045045,False,15,76,5.066666666666666
True,67,0,0,772455418455007234,True,147,False,1444,human,0.1018005540166205,0.046398891966759004,2.709531735934661,26,153,0.0,False,26,128,4.923076923076923
False,2014,4140,1052,104600968,True,4118,False,3870,human,1.0640826873385012,0.5204134366925065,0.2541062801932367,18,141,0.7973805855161787,False,18,122,6.777777777777778
True,19868,83404,91815,307233876,True,56015,False,3370,bot,16.62166172106825,5.895548961424332,1.1008464821831088,5,108,0.4759986074569539,False,8,101,12.625
False,1876,43,0,1587544788,True,2799,False,2595,bot,1.0786127167630057,0.7229287090558767,0.0,1,1,1.0,False,1,1,1.0
False,420,115053,611,50863281,True,10633,True,4072,human,2.611247544204322,0.1031434184675835,0.005310595986197666,11,90,0.9947174574629962,False,11,80,7.2727272727272725
True,51,1,0,775785142761717761,True,137,False,1435,human,0.09547038327526132,0.03554006968641115,0.0,29,135,1.0,False,25,107,4.28
False,41740,1621,2137,786179388,True,24209,False,2913,human,8.31067627875043,14.328870580157913,1.3183220234423196,19,144,0.43134646088344863,False,19,126,6.631578947368421
True,2166,33,108,543958578,True,2993,False,3060,bot,0.9781045751633987,0.707843137254902,3.272727272727273,1,1,0.23404255319148937,False,1,1,1.0
False,23464,2237,1423,19925621,True,13448,False,4215,human,3.1905100830367736,5.566785290628707,0.6361198033080018,19,154,0.6112021857923498,False,19,136,7.157894736842105
False,2784,1318800,20,18088810,True,3995,True,4267,human,0.9362549800796812,0.6524490274197329,1.5165301789505612e-05,1,1,0.9999848349281933,False,1,1,1.0
False,17210,101,166,2426151005,True,12964,False,2343,human,5.533077251387111,7.345283824157064,1.6435643564356435,10,63,0.3782771535580524,False,9,54,6.0
False,53628,618660,2506,42213904,True,42796,True,4104,human,10.427875243664717,13.067251461988304,0.004050690201403032,19,128,0.9959656516937502,False,19,110,5.7894736842105265
False,57433,2504,802,358880317,True,6845,True,3286,human,2.0830797321972003,17.478088861838103,0.32028753993610226,16,97,0.7574107683000605,False,16,82,5.125
False,9147,938,565,277094318,True,70425,False,3424,human,20.56804906542056,2.6714369158878504,0.6023454157782516,10,72,0.6240851630073186,False,10,63,6.3
False,92,1370342,693,24906723,True,12836,True,4172,human,3.0767018216682644,0.02205177372962608,0.0005057131723321623,7,97,0.9994945424442119,False,7,91,13.0
False,657,15257882,96,56631494,True,7503,True,4054,human,1.8507646768623582,0.16206216082881106,6.291830019395877e-06,1,1,0.9999937082095675,False,1,1,1.0
False,250,68745,0,611582397,True,4857,False,2984,human,1.627680965147453,0.08378016085790885,0.0,7,50,1.0,False,7,44,6.285714285714286
False,31718,445,360,2969049684,True,19427,False,2048,human,9.48583984375,15.4873046875,0.8089887640449438,3,18,0.5527950310559007,False,3,16,5.333333333333333
False,123,88005,353,119023613,True,16782,True,3822,human,4.390894819466248,0.03218210361067504,0.004011135730924379,7,49,0.9960048892007515,False,7,43,6.142857142857143
False,33970,449322,5041,21761627,True,42659,True,4193,human,10.173861197233485,8.101597901264011,0.011219125704951016,13,86,0.9889053466061277,False,13,74,5.6923076923076925
False,81967,5281,581,769392715,True,106263,False,2920,human,36.391438356164386,28.070890410958903,0.11001704222685098,90,130,0.9008870692596384,False,9,38,4.222222222222222
True,5282,18,636,711050934109876224,True,1316,False,1614,human,0.815365551425031,3.2726146220570014,35.333333333333336,1,1,0.027522935779816515,False,1,1,1.0
False,3783,856548,1537,38799543,True,36587,False,4120,human,8.880339805825242,0.9182038834951456,0.0017944119885867458,10,124,0.9982088021582943,False,10,115,11.5
False,1353,801138,710,253499949,True,13292,True,3470,human,3.830547550432277,0.3899135446685879,0.0008862393245608123,7,38,0.9991145454001257,False,7,32,4.571428571428571
True,37283,179,801,2465466121,True,5610,False,2306,human,2.432784041630529,16.16782307025152,4.4748603351955305,4,18,0.1826530612244898,False,4,15,3.75
False,16629,1928000,335,319561543,True,18998,True,3350,human,5.671044776119403,4.963880597014925,0.0001737551867219917,5,97,0.999826274998898,False,5,93,18.6
True,349,21,0,2444232436,True,60,False,2335,bot,0.02569593147751606,0.1494646680942184,0.0,6,61,1.0,False,6,56,9.333333333333334
False,24691,710,150,2346985328,True,14033,False,2375,human,5.908631578947368,10.39621052631579,0.2112676056338028,1,10,0.8255813953488372,False,1,10,10.0
False,5030,748,830,1604847120,True,4298,False,2588,human,1.660741885625966,1.9435857805255023,1.1096256684491979,24,145,0.4740177439797212,False,24,122,5.083333333333333
False,35712,72802,773,40898254,True,3061,True,4110,human,0.7447688564476885,8.68905109489051,0.010617840169226121,4,30,0.9894937138973836,False,4,27,6.75
True,1234,0,0,708104123237998592,True,1235,False,1622,bot,0.7614056720098644,0.7607891491985204,2.709531735934661,20,135,0.0,False,20,116,5.8
False,7312,40,165,2675708408,True,4424,False,2218,human,1.994589720468891,3.296663660955816,4.125,11,60,0.1951219512195122,False,11,50,4.545454545454546
True,2613,15,0,711465529,True,4214,False,2949,bot,1.428958969142082,0.8860630722278738,0.0,3,14,1.0,False,3,12,4.0
False,7944,130,124,315623483,True,5603,False,3356,human,1.6695470798569725,2.367103694874851,0.9538461538461539,22,136,0.5118110236220472,False,22,115,5.2272727272727275
True,0,2052,8,831720146091716608,True,5196,False,1281,bot,4.056206088992974,0.0,0.003898635477582846,29,160,0.996116504854369,False,29,132,4.551724137931035
False,18260,1485,468,214705156,True,13550,False,3568,human,3.797645739910314,5.117713004484305,0.3151515151515151,10,95,0.7603686635944701,False,11,46,4.181818181818182
False,25,1079525,201,162799522,True,16476,True,3698,human,4.455381287182261,0.006760411032990805,0.00018619300155160834,4,38,0.9998138416598286,False,4,35,8.75
False,6857,972,2150,2975340894,True,1482,False,2046,human,0.7243401759530792,3.3514173998044967,2.211934156378601,3,22,0.3113388853299167,False,3,20,6.666666666666667
False,11076,29490,195,17573691,True,21195,False,4286,human,4.945170321978535,2.5842277181521234,0.006612410986775178,9,77,0.9934310257705912,False,9,69,7.666666666666667
False,3318,103,290,315886893,True,4537,False,3355,human,1.3523099850968703,0.9889716840536512,2.8155339805825244,13,104,0.26208651399491095,False,13,90,6.923076923076923
True,419,18,0,738481556914884608,True,80,False,1538,bot,0.05201560468140442,0.27243172951885564,0.0,8,54,1.0,False,8,47,5.875
False,39513,2002,1908,2871008877,True,51565,False,2108,bot,24.46157495256167,18.74430740037951,0.9530469530469531,1,1,0.5120204603580563,False,1,1,1.0
False,17654,24444,1573,130286723,True,9160,True,3787,human,2.4188011618695535,4.66173752310536,0.06435117002127311,16,104,0.9395395318445632,False,16,89,5.5625
True,132,0,0,843798888481927168,True,251,False,1247,human,0.2012830793905373,0.10585404971932638,2.709531735934661,15,85,0.0,False,15,71,4.733333333333333
False,1,93,233,557842655,True,3733,False,3043,human,1.2267499178442327,0.00032862306933946765,2.5053763440860215,21,146,0.2852760736196319,False,21,126,6.0
True,3850,390,0,351799946,True,26143,False,3297,bot,7.929329693660904,1.167728237791932,0.0,3,23,1.0,False,3,21,7.0
False,1519,3699,1981,107481236,True,18482,False,3861,human,4.7868427868427865,0.39342139342139343,0.5355501486888348,23,138,0.6512323943661972,False,22,116,5.2727272727272725
False,15607,473,185,632822483,True,73213,False,2960,bot,24.73412162162162,5.272635135135135,0.39112050739957716,19,82,0.7188449848024316,False,19,64,3.3684210526315788
False,497,12,48,202122581,True,725,False,3598,bot,0.20150083379655365,0.13813229571984437,4.0,1,1,0.2,False,1,1,1.0
False,8536,152,659,848036460,True,4124,False,2883,human,1.430454387790496,2.9608047173083594,4.3355263157894735,19,122,0.187422934648582,False,20,103,5.15
False,20877,8,265,265814650,True,807,False,3446,bot,0.2341845618107951,6.058328496807893,33.125,1,21,0.029304029304029304,False,1,21,21.0
True,60,404,0,818423798,True,68,False,2898,bot,0.023464458247066944,0.020703933747412008,0.0,2,24,1.0,False,2,23,11.5
True,160,8,0,400825292,True,8,False,3216,bot,0.0024875621890547263,0.04975124378109453,0.0,5,40,1.0,False,5,36,7.2
True,3,384676,26,44570946,True,6597,True,4094,human,1.6113825109916953,0.0007327796775769418,6.758934791876801e-05,1,1,0.9999324152200925,False,1,1,1.0
True,80,2,0,772262928795992064,True,200,False,1445,human,0.1384083044982699,0.05536332179930796,0.0,22,108,1.0,False,22,87,3.9545454545454546
True,54,0,0,772504122608214016,True,123,False,1444,human,0.08518005540166206,0.037396121883656507,2.709531735934661,10,43,0.0,False,9,34,3.7777777777777777
False,130,5,0,231218407,True,144,False,3522,bot,0.04088586030664395,0.03691084611016468,0.0,8,41,1.0,False,8,34,4.25
True,62,1,0,772293092900614145,True,175,False,1445,human,0.12110726643598616,0.042906574394463666,0.0,1,10,1.0,False,1,10,10.0
False,4864,283437,310783,163582516,True,37347,False,3696,human,10.104707792207792,1.316017316017316,1.0964799937905072,22,154,0.47699000370233247,False,22,133,6.045454545454546
True,34,0,0,276562720,True,37,False,3425,bot,0.010802919708029197,0.009927007299270074,2.709531735934661,1,1,0.0,False,1,1,1.0
True,585,64,70,1719404058,True,762,False,2543,bot,0.29964608729846637,0.2300432559968541,1.09375,1,1,0.47761194029850745,False,1,1,1.0
False,8356,1980,2288,2291670331,True,13630,False,2408,human,5.660299003322259,3.4700996677740865,1.1555555555555554,18,151,0.4639175257731959,False,16,134,8.375
False,124,324,463,3014398348,True,877,False,2023,bot,0.43351458230350964,0.06129510627780524,1.4290123456790123,18,144,0.41168996188055906,False,18,127,7.055555555555555
True,59,1,0,875835223480557568,True,279,False,1159,bot,0.24072476272648835,0.05090595340811044,0.0,1,1,1.0,False,1,1,1.0
False,150,13207,8415,144450196,True,23055,False,3748,human,6.15128068303095,0.040021344717182494,0.6371621110017415,19,136,0.6108130607714365,False,19,118,6.2105263157894735
True,1612,25,0,885524240,True,2322,False,2863,bot,0.8110373733845616,0.5630457561997905,0.0,1,1,1.0,False,1,1,1.0
False,2298,293,546,123997878,True,3778,False,3807,bot,0.9923824533753611,0.6036249014972419,1.863481228668942,1,1,0.3492252681764005,False,1,1,1.0
True,4367,240,189,2984510759,True,10414,False,2039,bot,5.107405590975969,2.1417361451692005,0.7875,1,1,0.5594405594405595,False,1,1,1.0
True,125,3,0,721944734,True,19,False,2944,bot,0.006453804347826087,0.042459239130434784,0.0,5,38,1.0,False,5,34,6.8
